carat,x,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_E,color_F,color_G,color_H,color_I,color_J,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
2.0,8.08,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0.32,4.42,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2.01,8.23,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0.26,4.18,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
1.02,6.37,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
1.01,6.56,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
1.38,7.04,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0.44,4.92,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1.01,6.39,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
1.25,6.91,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
0.42,4.82,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.7,5.75,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1.02,6.44,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2.01,8.12,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0.33,4.4,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
1.14,6.7,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
0.51,5.13,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1.75,7.63,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.41,4.77,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0.32,4.41,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0.41,4.73,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1.68,7.63,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
1.52,7.42,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1.01,6.45,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0.51,5.15,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.23,3.86,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0.4,4.77,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
0.35,4.53,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1.6,7.45,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
1.14,6.75,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.91,6.17,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1.0,6.46,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0.54,5.21,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.34,4.54,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.9,6.16,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1.53,7.43,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
0.31,4.35,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0.7,5.76,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0.77,5.89,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0.52,5.27,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0.25,4.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
0.42,4.81,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.36,4.57,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0.31,4.38,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0.26,4.06,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0.31,4.35,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
2.16,8.54,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0.54,5.24,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0.32,4.33,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
1.02,6.56,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1.54,7.51,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.31,4.28,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
0.3,4.32,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.38,4.67,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
0.42,4.79,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.43,4.85,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0.33,4.39,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.7,5.72,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0.73,5.83,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0.52,5.24,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0.43,4.88,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1.51,7.38,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
0.33,4.4,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1.33,7.03,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0.39,4.7,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0.32,4.4,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0.33,4.47,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.58,5.59,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.14,6.79,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0.58,5.34,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
0.7,5.61,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.23,3.96,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0.4,4.69,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
0.58,5.32,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1.01,6.36,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
0.32,4.36,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.2,6.81,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0.7,5.74,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1.0,6.52,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1.31,7.04,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.71,5.86,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.73,5.63,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1.06,6.6,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
1.7,7.51,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
0.53,5.33,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.35,4.57,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1.04,6.51,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.34,4.49,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.01,6.51,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.7,5.69,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0.4,4.68,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
0.3,4.3,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0.33,4.46,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.9,6.2,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1.12,6.56,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.8,5.91,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.42,4.85,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.37,4.71,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.32,4.4,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2.04,8.42,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0.5,5.13,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.32,4.5,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0.6,5.27,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1.5,7.29,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1.01,6.35,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.7,5.65,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0.36,4.6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1.5,7.64,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0.91,6.4,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1.61,7.51,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1.06,6.53,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1.72,7.67,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0.36,4.57,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
0.52,5.25,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1.03,6.52,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.54,5.23,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1.54,7.46,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.42,4.8,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.94,6.23,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0.55,5.25,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0.75,5.9,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1.21,6.83,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1.01,6.48,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.9,6.27,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1.07,6.58,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1.53,7.3,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.38,4.67,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0.99,6.3,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1.5,7.45,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
0.7,5.68,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.42,4.81,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1.07,6.7,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1.01,6.38,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1.01,6.49,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.76,5.79,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
1.06,6.54,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0.55,5.26,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.39,4.67,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0.31,4.4,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.33,4.39,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1.0,6.47,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0.5,5.04,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
0.32,4.38,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1.0,6.43,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0.55,5.31,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.7,5.61,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.7,5.75,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.64,5.49,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
1.83,7.82,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0.23,3.88,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.35,4.54,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
0.82,6.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0.55,5.28,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.5,5.24,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1.06,6.54,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0.31,4.38,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1.01,6.51,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0.7,5.67,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0.3,4.32,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1.24,6.83,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0.32,4.41,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.33,4.42,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1.01,6.29,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
1.6,7.58,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0.32,4.35,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
0.51,5.13,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
0.71,5.78,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1.52,7.39,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1.4,7.09,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
0.3,4.33,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1.0,6.41,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.5,5.08,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.32,4.41,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1.0,6.4,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
0.71,5.81,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.9,6.08,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
1.07,6.57,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
0.9,6.08,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
1.05,6.58,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1.04,6.47,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0.3,4.28,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1.05,6.59,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0.82,5.99,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.4,4.74,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0.27,4.1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1.0,6.37,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2.1,8.1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0.39,4.69,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1.26,7.01,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0.4,4.75,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0.8,5.91,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
1.18,6.82,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
0.49,5.2,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1.01,6.42,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
1.03,6.35,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
0.35,4.48,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0.32,4.39,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
0.78,5.94,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
1.02,6.49,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0.51,5.08,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
0.42,4.83,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.58,5.45,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.72,5.73,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1.29,6.82,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.9,6.15,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1.6,7.51,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0.37,4.67,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0.31,4.33,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
0.53,5.25,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0.77,5.89,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1.04,6.47,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1.05,6.47,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0.33,4.44,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1.5,7.4,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1.01,6.49,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
0.32,4.47,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1.02,6.44,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.57,5.34,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0.35,4.58,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
0.74,5.83,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0.32,4.38,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.42,4.88,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.57,5.28,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.45,5.0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1.0,6.54,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0.71,5.58,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0.34,4.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.27,4.13,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1.04,6.39,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
0.55,5.27,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.41,4.75,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1.2,6.83,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1.19,6.7,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
0.31,4.31,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0.3,4.36,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1.03,6.46,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0.51,5.11,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1.0,6.56,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.32,4.43,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1.08,6.71,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.31,4.36,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1.2,6.77,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.41,4.79,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0.54,5.26,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
1.28,6.93,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.52,5.16,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.63,5.46,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0.32,4.33,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
1.5,7.29,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1.35,7.04,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1.06,6.61,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
1.2,6.79,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0.41,4.76,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.35,4.54,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1.0,6.43,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1.22,6.91,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
1.02,6.45,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.5,5.06,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
0.7,5.67,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.53,5.19,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0.71,5.7,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0.71,5.73,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
0.34,4.45,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
0.32,4.35,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.54,5.26,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.4,4.82,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0.74,5.75,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
1.01,6.45,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1.52,7.4,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.3,4.31,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
0.36,4.58,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
0.4,4.75,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.27,4.17,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0.59,5.35,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
2.42,8.61,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0.31,4.35,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.93,6.14,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0.43,4.86,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1.22,6.96,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2.02,8.13,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0.51,5.14,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0.76,5.76,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
1.04,6.52,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0.96,6.22,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1.01,6.3,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
1.01,6.4,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1.22,6.8,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0.91,6.08,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1.63,7.49,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0.57,5.36,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0.33,4.46,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0.34,4.48,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2.05,8.09,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
0.7,5.64,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
1.74,7.79,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1.03,6.43,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
2.01,8.12,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1.03,6.48,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0.57,5.34,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
0.41,4.74,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1.51,7.17,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1.1,6.74,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
0.3,4.37,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0.7,5.63,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2.07,8.23,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
0.91,6.33,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0.43,4.92,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
0.72,5.76,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2.2,8.21,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1.04,6.34,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.26,4.09,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1.06,6.59,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.78,5.82,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
1.23,6.85,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1.02,6.37,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
2.06,8.15,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0.82,5.99,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
1.5,7.41,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.9,6.08,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
0.54,5.25,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1.02,6.3,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
0.9,6.17,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0.5,5.12,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0.31,4.42,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
0.74,5.77,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1.0,6.33,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0.53,5.16,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.35,4.59,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
1.53,7.44,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0.54,5.24,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
